방송일자,방송시간,채널구분,단순분,가중분,아이템분류1,아이템분류2,아이템분류3,아이템분류4,아이템분류5,브랜드,상품명,판매가,할인가,프로모션,상품ID,이미지URL,상세링크,MD분류
2024-01-01,06:30~07:31,IPTV,61,56,패션잡화,신발,여성신발,운동화,방한운동화,아보크,(23 FW 방송에서만)아보크 여성용 패딩 방한화 세트(3종)_미판매,39900,39900,,20051573,https://img.shinsegaetvshopping.com/goods/573/20051573_s_20211018113223.jpg,https://www.shinsegaetvshopping.com/display/detail/20051573,잡화
2024-01-01,06:30~07:31,CATV,61,27,패션잡화,신발,여성신발,부츠/워커,털부츠,올리,올리 컴포트 래빗 퍼 부츠_미판매,39000,39000,,20051194,https://img.shinsegaetvshopping.com/goods/194/20051194_s_20231116164318.jpg,https://www.shinsegaetvshopping.com/display/detail/20051194,잡화
2024-01-01,07:31~08:31,전체,60,104,패션,여성의류,아우터,코트,인조퍼,리오벨,(m)리오벨 faux 밍크 케이프 하프 후드  코트_미판매,99000,99000,,20051823,https://img.shinsegaetvshopping.com/goods/823/20051823_l_20231114092439.jpg,https://www.shinsegaetvshopping.com/display/detail/20051823,여성의류
2024-01-01,08:31~09:32,전체,61,106,생활용품,위생용품,구강위생용품,구강세척기,기타 구강세척기,파나소닉,[방송에서만 이구성이가격] 파나소닉 제트워셔 NEW포터블 무선 구강세정기 1+1SET(DJ11),129000,129000,카드 5%,20039329,https://img.shinsegaetvshopping.com/goods/329/20039329_s_20230919170047.jpg,https://www.shinsegaetvshopping.com/display/detail/20039329,생활용품
2024-01-01,09:32~10:32,IPTV,60,53,뷰티,기초화장품,마스크/팩,필오프,필오프팩,프롬더스킨,더블세트] 최대용량 바이오모아 프롬더스킨 바르는 글루타치온 필름 팩  스킨 로션 각 1종 더_미판매,137000,137000,,20051732,https://img.shinsegaetvshopping.com/goods/732/20051732_s_20240418114402.jpg,https://www.shinsegaetvshopping.com/display/detail/20051732,뷰티
2024-01-01,09:32~10:32,CATV,60,25,패션,여성의류,상의,니트,긴팔,비버리힐즈폴로클럽,23FW) 비버리힐즈폴로클럽 울 케이블 니트 3종 (여성),99000,99000,카드 5%,20049679,https://img.shinsegaetvshopping.com/goods/679/20049679_s_20230925164845.png,https://www.shinsegaetvshopping.com/display/detail/20049679,여성의류
2024-01-01,10:32~11:32,전체,60,101,뷰티,기초화장품,마스크/팩,패치/코팩,기타 패치,더마펌,[최다구성] 더마펌 특수관리 주름 패치 더블세트(s) - 총 28파우치 (무료체험 1파우치)_미판매,177000,177000,,20049421,https://img.shinsegaetvshopping.com/goods/421/20049421_s_20230914170235.jpg,https://www.shinsegaetvshopping.com/display/detail/20049421,뷰티
2024-01-01,11:32~12:33,전체,61,97,뷰티,기초화장품,클렌징,페이셜클렌징,클렌징젤,원더바스,최저가/최다구성] 조성아 레몬청 팩 클렌저 (200ml*7개+ 여행용 3ml*23매)+ 파우치 1종,95900,95900,,20051728,https://img.shinsegaetvshopping.com/goods/728/20051728_s_20231206094212.jpg,https://www.shinsegaetvshopping.com/display/detail/20051728,뷰티
2024-01-01,12:33~13:33,전체,60,89,패션,레포츠의류,골프의류,하의,팬츠,PGA,S(즉시할인10％!!)PGA 남성 웜 기모 본딩 팬츠 3종_미판매,89000,89000,,20052233,https://img.shinsegaetvshopping.com/goods/233/20052233_l_20231030135142.jpg,https://www.shinsegaetvshopping.com/display/detail/20052233,레포츠
2024-01-01,13:33~14:33,전체,60,86,생활용품,청소/욕실용품,타월,샤워타월/목욕용타월,샤워타월,테리갤러리,(최신상/단독상품) 송월 테리갤러리 순면 코마사 타월 10장+10장세트_미판매,69900,69900,,20048847,https://img.shinsegaetvshopping.com/goods/847/20048847_l_20230807105204.jpg,https://www.shinsegaetvshopping.com/display/detail/20048847,생활용품
2024-01-01,14:33~15:34,전체,61,89,뷰티,색조화장품,포인트메이크업,립메이크업,립스틱,틴톤,(틴톤) 꽃 립스틱 총 4개 + 크리스탈 립스틱 + 아가타 브이 패딩백,69900,69900,,20051541,https://img.shinsegaetvshopping.com/goods/541/20051541_s_20231129163457.jpg,https://www.shinsegaetvshopping.com/display/detail/20051541,뷰티
2024-01-01,15:34~16:34,전체,60,89,무형서비스,보험금융,보험,운전자보험,운전자보험,DB손해보험,"미사용 20052174 DB운전자보험 한문철의 초기대응플랜(르크루제)(1122,정)_미판매",0,0,,20052174,https://img.shinsegaetvshopping.com/goods/174/20052174_s_20200601170322.jpg,https://www.shinsegaetvshopping.com/display/detail/20052174,보험
2024-01-01,16:34~17:34,전체,60,90,신선식품,농산물,과일류,사과,사과,달코롬,[달코롬]경북 세척사과 2.5kg x 2박스(박스당9-12과)_미판매,53900,53900,,20050852,https://img.shinsegaetvshopping.com/goods/852/20050852_s_20231103101449.jpg,https://www.shinsegaetvshopping.com/display/detail/20050852,일반식품
2024-01-01,17:34~18:35,전체,61,89,패션,남성캐쥬얼,하의,캐쥬얼팬츠,본딩팬츠,코모도,23FW 코모도 남성 코듀로이팬츠 3종_미판매,59000,59000,,20050580,https://img.shinsegaetvshopping.com/goods/580/20050580_l_20231027164823.jpg,https://www.shinsegaetvshopping.com/display/detail/20050580,캐쥬얼남성
2024-01-01,18:35~19:35,전체,60,89,패션,레포츠의류,스포츠의류,하의,팬츠,제옥스,[제옥스]GEOX 여성 라이크라 기모 본딩팬츠 3종,89000,89000,,20050180,https://img.shinsegaetvshopping.com/goods/180/20050180_s_20231016170757.jpg,https://www.shinsegaetvshopping.com/display/detail/20050180,레포츠
2024-01-01,19:35~20:35,전체,60,90,가공식품,건강식품,건강기능식품,건강기능식품,기타 건강기능식품,콴첼_콘드로이친,(방송에서만 세일)[8개월분](1)콴첼 뮤코다당단백 콘드로이친 플러스(60정X8박스)_미판매,195300,195300,,20050652,https://img.shinsegaetvshopping.com/goods/652/20050652_s_20231025133102.jpg,https://www.shinsegaetvshopping.com/display/detail/20050652,건강식품
2024-01-01,20:35~21:36,전체,61,119,가공식품,건강식품,건강기능식품,건강기능식품,유산균,메노락토,(종료)(방송에서만)[6개월분+24일분 까지!] 휴온스 메노락토 프리미엄 갱년기유산균 YT1(비타민D 함유)[1]_미판매,376000,376000,,20042591,https://img.shinsegaetvshopping.com/goods/591/20042591_s_20240130111151.jpg,https://www.shinsegaetvshopping.com/display/detail/20042591,건강식품
2024-01-01,21:36~22:36,전체,60,110,패션,레포츠의류,스포츠의류,상의,티셔츠,르까프,르까프 남성 컴포트 플리스 집업 티셔츠 4종,59000,59000,,20050051,https://img.shinsegaetvshopping.com/goods/051/20050051_s_20231013165957.jpg,https://www.shinsegaetvshopping.com/display/detail/20050051,레포츠
2024-01-01,22:36~23:37,전체,61,107,패션,여성의류,특종,모피코트,풀스킨,엘페by진도,★고객감사특집★진도 엘페 휘메일 풀스킨 후드 롱 밍크 코트 - 블랙(EC02),1690000,1690000,,20033442,https://img.shinsegaetvshopping.com/goods/442/20033442_s_20220707155436.jpg,https://www.shinsegaetvshopping.com/display/detail/20033442,여성의류
2024-01-01,23:37~00:37,IPTV,60,53,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,쿠션팩트,틴톤,★초특가★ [틴톤] 대왕 볼륨 쿠션 22g x 총 5개 (본품 2개 + 리필 3개) 단독 패키지,53910,53910,,20050535,https://img.shinsegaetvshopping.com/goods/535/20050535_s_20231025133847.jpg,https://www.shinsegaetvshopping.com/display/detail/20050535,뷰티
2024-01-01,23:37~00:37,CATV,60,25,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,에센스팩트,닥터3,★빠른배송★[단독 핑크팩트] 닥터3 링클필 커버팩트 (본품 2개 + 리필 3개 + 글로우립1종),59900,59900,,20051905,https://img.shinsegaetvshopping.com/goods/905/20051905_s_20230922145131.jpg,https://www.shinsegaetvshopping.com/display/detail/20051905,뷰티
2024-01-02,00:37~01:38,전체,61,34,가공식품,건강식품,건강기능식품,건강기능식품,기타 건강기능식품,레이델,(방송에서만)레이델 폴리코사놀 5 30정X12박스(12개월분),401000,401000,카드 5%,20045190,https://img.shinsegaetvshopping.com/goods/190/20045190_s_20250305132638.png,https://www.shinsegaetvshopping.com/display/detail/20045190,건강식품
2024-01-02,01:38~02:38,전체,60,14,패션,여성의류,아우터,코트,모직,에디티드,에디티드 EDITED 울 앙고라 블렌딩 하프 코트_미판매,69000,69000,,20051415,https://img.shinsegaetvshopping.com/goods/415/20051415_s_20231129132748.jpg,https://www.shinsegaetvshopping.com/display/detail/20051415,PB
2024-01-02,02:38~03:39,전체,61,11,패션잡화,언더웨어,남성,이지웨어/잠옷,이지웨어,네파이젠벅,[23FW] 네파 이젠벅 더블기모 웜웨어 6종(남)_미판매,69900,69900,,20049961,https://img.shinsegaetvshopping.com/goods/961/20049961_s_20231024090121.jpg,https://www.shinsegaetvshopping.com/display/detail/20049961,언더웨어
2024-01-02,03:39~03:59,전체,20,5,가공식품,냉동식품,기타 냉동식품,기타 냉동식품,기타 냉동식품,삼원가든,삼원가든 한우소고기국밥 700g x 7팩_미판매,49900,49900,,20048585,https://img.shinsegaetvshopping.com/goods/585/20048585_l_20231024092717.jpg,https://www.shinsegaetvshopping.com/display/detail/20048585,일반식품
2024-01-02,03:59~04:19,전체,20,5,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,미녀의석류콜라겐,(종료)(13만원 세일!)(직) 미녀의 석류 콜라겐 200포 (25g x 25포 x 8Box),241000,241000,,20051335,https://img.shinsegaetvshopping.com/goods/335/20051335_l_20230525142348.jpg,https://www.shinsegaetvshopping.com/display/detail/20051335,건강식품
2024-01-02,04:19~04:30,전체,11,5,가공식품,빵류/떡류,빵류,조리빵,기타 조리빵,쉐프스토리,[신세계단독] 쉐프스토리 우양 핫도그 22봉 (크리스피12봉+치즈10봉),29900,29900,,20045062,https://img.shinsegaetvshopping.com/goods/062/20045062_s_20230620141603.jpg,https://www.shinsegaetvshopping.com/display/detail/20045062,일반식품
2024-01-02,04:30~05:30,전체,60,10,생활용품,생활용품,생활잡화류,리빙박스,기타 리빙박스,까사마루,[까사마루] 3단 접이식 트롤리 1+1세트,44900,44900,,20047418,https://img.shinsegaetvshopping.com/goods/418/20047418_s_20230711133708.jpg,https://www.shinsegaetvshopping.com/display/detail/20047418,생활용품
2024-01-02,05:30~06:30,전체,60,21,생활용품,주방용품,주방소모품,수세미,수세미,스빈또,스빈또 스웨덴 직수입 올인원 수세미 10박스,52000,52000,,20044144,https://img.shinsegaetvshopping.com/goods/144/20044144_s_20230502151844.jpg,https://www.shinsegaetvshopping.com/display/detail/20044144,주방용품
2024-01-02,06:30~07:31,전체,61,63,가공식품,건강식품,건강기능식품,건강기능식품,기타 건강기능식품,뼈엔엠비피,(방송에서만)[MBP 더블] 뼈엔 엠비피(MBP) 30캡슐 x 12박스. 총 12개월분,458000,458000,카드 5%,20020051,https://img.shinsegaetvshopping.com/goods/051/20020051_s_20250822100926.jpg,https://www.shinsegaetvshopping.com/display/detail/20020051,건강식품
2024-01-02,07:31~08:31,전체,60,82,생활용품,주방용품,주방소모품,수세미,수세미,올가휴,(무료체험)올가휴 내추럴 매직팝업 스펀지 1+1세트(104개)_미판매,69900,69900,,20050083,https://img.shinsegaetvshopping.com/goods/083/20050083_s_20230707131337.jpg,https://www.shinsegaetvshopping.com/display/detail/20050083,주방용품
2024-01-02,08:31~09:32,전체,61,85,패션,여성의류,상의,니트,긴팔,여유,여유 메리노울100 홀가먼트 니트 _미판매,59000,59000,,20051305,https://img.shinsegaetvshopping.com/goods/305/20051305_s_20231104074925.jpg,https://www.shinsegaetvshopping.com/display/detail/20051305,PB
2024-01-02,09:32~10:32,전체,60,53,패션,여성의류,하의,데님,슬림핏,블루핏,[파격 초특가] 블루핏 더블캔톤 기모 데님 3종*D,11000,11000,,20046856,https://img.shinsegaetvshopping.com/goods/856/20046856_s_20231012145256.jpg,https://www.shinsegaetvshopping.com/display/detail/20046856,PB
2024-01-02,10:32~11:32,IPTV,60,35,패션,여성의류,상의,니트,긴팔,샤데이,샤데이 s.a.d.e 벨벳 터치 포근 니트 4종_미판매,59900,59900,,20050689,https://img.shinsegaetvshopping.com/goods/689/20050689_s_20231027161443.jpg,https://www.shinsegaetvshopping.com/display/detail/20050689,여성의류
2024-01-02,10:32~11:32,CATV,60,17,패션,여성의류,하의,팬츠,일자,텐업,TENUP(텐업) 여성 스트레이트핏  본딩 팬츠 3종,49900,49900,,20050023,https://img.shinsegaetvshopping.com/goods/023/20050023_s_20231012110116.jpg,https://www.shinsegaetvshopping.com/display/detail/20050023,여성의류
2024-01-02,11:32~12:33,전체,61,56,뷰티,이미용기기,미용기기,기타 ,기타 미용기기,듀얼소닉,최신상 듀얼소닉 맥시멈 올케어 탄력기기 세트 (화이트 컬러)_미판매,1430000,1430000,,20050589,https://img.shinsegaetvshopping.com/goods/589/20050589_s_20231026123448.jpg,https://www.shinsegaetvshopping.com/display/detail/20050589,뷰티
2024-01-02,12:33~13:33,전체,60,39,뷰티,기초화장품,기초케어,에센스/세럼/앰플,앰플,스템엘린,VIP세트 스템엘린 줄기세포배양액 앰플 20g x 9개  체험분1g x 3개 s_미판매,227000,227000,,20043116,https://img.shinsegaetvshopping.com/goods/116/20043116_s_20230405123237.jpg,https://www.shinsegaetvshopping.com/display/detail/20043116,뷰티
2024-01-02,13:33~14:33,IPTV,60,28,생활용품,청소/욕실용품,청소/욕실용품세트류,청소/욕실용품세트류,욕실청소세트,이지드롭,"ㅁ (방송에서만 5천원 할인!)(구성강화)이지드롭 시즌3 변기클리너 192회분 세트 (핸들2개,케이스2개,클리너 리필 15팩, 무료체험 12회분)_미판매",54800,54800,,20052227,https://img.shinsegaetvshopping.com/goods/227/20052227_s_20231206142001.jpg,https://www.shinsegaetvshopping.com/display/detail/20052227,생활용품
2024-01-02,13:33~14:33,CATV,60,14,뷰티,색조화장품,베이스메이크업,파운데이션,스틱파운데이션,컬러딥,컬러딥 찐커버 매직스틱 기본 구성 세트,48900,48900,,20050682,https://img.shinsegaetvshopping.com/goods/682/20050682_s_20231027112110.jpg,https://www.shinsegaetvshopping.com/display/detail/20050682,뷰티
2024-01-02,14:33~15:34,전체,61,50,패션,여성의류,상의,티셔츠,긴팔,지베르니,(최종가) 지베르니 소프트 기모 티셔츠 5종(23 FW),39900,39900,,20049028,https://img.shinsegaetvshopping.com/goods/028/20049028_s_20230906101446.jpg,https://www.shinsegaetvshopping.com/display/detail/20049028,여성의류
2024-01-02,15:34~16:34,IPTV,60,45,가공식품,축산가공식품,조미육가공,쇠고기양념육,양념소불고기,역전회관,역전회관 와규한판 바싹불고기 200g x 10팩,49900,49900,,20046620,https://img.shinsegaetvshopping.com/goods/620/20046620_s_20230626104104.jpg,https://www.shinsegaetvshopping.com/display/detail/20046620,일반식품
2024-01-02,15:34~16:34,CATV,60,20,가공식품,즉석/편의식품,즉석/조리식품,즉석국/탕/찌개류,기타 즉석국/탕/찌개류,팽현숙옛날순대국,팽현숙의 옛날순대국 6팩 (12인분) + 양념고춧가루 1팩,39900,39900,,20051496,https://img.shinsegaetvshopping.com/goods/496/20051496_s_20231201141555.jpg,https://www.shinsegaetvshopping.com/display/detail/20051496,일반식품
2024-01-02,16:34~17:34,IPTV,60,45,가전/디지털,생활가전,청소기,진공 청소기,무선 진공청소기,LG전자,[LG](윈윈데이)코드제로 오브제컬렉션 올인원타워 A9S 스팀 무선청소기 AX9884WE_미판매,1380000,1380000,,20050337,https://img.shinsegaetvshopping.com/goods/337/20050337_s_20231018160936.jpg,https://www.shinsegaetvshopping.com/display/detail/20050337,생활가전
2024-01-02,16:34~17:34,CATV,60,20,패션,여성의류,아우터,재킷,캐쥬얼,아리스토우,[주문폭주!](23최신상)아리스토우 클라우드패딩 자켓+베스트 2종(여성)_미판매,39900,39900,,20050538,https://img.shinsegaetvshopping.com/goods/538/20050538_s_20231019164914.jpg,https://www.shinsegaetvshopping.com/display/detail/20050538,여성의류
2024-01-02,17:34~18:35,IPTV,61,48,신선식품,농산물,과일류,사과,사과,청송주왕산사과,청송 주왕산사과(특대) 2.7kg*2박스(5.4kg) 부사(미시마품종)_미판매,79800,79800,,20051180,https://img.shinsegaetvshopping.com/goods/180/20051180_s_20211026092820.jpg,https://www.shinsegaetvshopping.com/display/detail/20051180,일반식품
2024-01-02,17:34~18:35,CATV,61,22,가공식품,축산가공식품,조미육가공,돼지양념육,양념돼지고기,마포갈매기,[신마포갈매기] 양념맛 250g*4팩 + 매콤맛 250g*2팩_미판매,39900,39900,,20051257,https://img.shinsegaetvshopping.com/goods/257/20051257_l_20231211090836.jpg,https://www.shinsegaetvshopping.com/display/detail/20051257,일반식품
2024-01-02,18:35~19:35,전체,60,68,패션,레포츠의류,스포츠의류,상의,티셔츠,르까프,르까프 남성 에브리데이 기모 카라 티셔츠 5종(F)_미판매,55000,55000,,20049428,https://img.shinsegaetvshopping.com/goods/428/20049428_s_20230921081927.jpg,https://www.shinsegaetvshopping.com/display/detail/20049428,레포츠
2024-01-02,19:35~20:35,전체,60,95,생활용품,주방용품,조리기구,칼,칼,뉴메이슨,[뉴메이슨] ALL스텐 나이프 13종 SET,78900,78900,,20047500,https://img.shinsegaetvshopping.com/goods/500/20047500_s_20240618145359.jpg,https://www.shinsegaetvshopping.com/display/detail/20047500,주방용품
2024-01-02,20:35~21:36,전체,61,108,무형서비스,보험금융,보험,암보험,암보험,AIA생명,"미사용 20051893 AIA 건강 플러스 암보험(압력 멀티쿠커)(0522,주)(건)-겨울_미판매",0,0,,20051893,https://img.shinsegaetvshopping.com/goods/893/20051893_l_20220826090248.jpg,https://www.shinsegaetvshopping.com/display/detail/20051893,보험
2024-01-02,21:36~22:36,전체,60,109,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,쿠션팩트,아트델리,(아트델리) 갈바덤 리프팅 커버 쿠션 6개 (본품 3개 + 리필 3개) 매니아 구성_미판매,139000,139000,,20047450,https://img.shinsegaetvshopping.com/goods/450/20047450_s_20230712104403.jpg,https://www.shinsegaetvshopping.com/display/detail/20047450,뷰티
2024-01-02,22:36~23:37,전체,61,64,무형서비스,보험금융,보험,치매보험,치매보험,라이나생명과 라이나원,"미사용 20051914 라이나 전에없던 치매간병보험(1016,김)-S_미판매",0,0,,20051914,https://img.shinsegaetvshopping.com/goods/914/20051914_l_20230911143255.jpg,https://www.shinsegaetvshopping.com/display/detail/20051914,보험
2024-01-02,23:37~00:37,전체,60,71,패션,여성의류,하의,데님,부츠컷,까레라진,까레라 듀얼기모 여성 데님 3종_미판매,79900,79900,,20051336,https://img.shinsegaetvshopping.com/goods/336/20051336_s_20231127135938.jpg,https://www.shinsegaetvshopping.com/display/detail/20051336,여성의류
2024-01-03,00:37~01:38,IPTV,61,24,패션,남성클래식,아우터,코트,롱코트,다니엘크레뮤,다니엘크레뮤 라쿤 퍼 롱 구스 다운 코트,219000,219000,,20049293,https://img.shinsegaetvshopping.com/goods/293/20049293_l_20230912131616.jpg,https://www.shinsegaetvshopping.com/display/detail/20049293,캐쥬얼남성
2024-01-03,00:37~01:38,CATV,61,11,가전/디지털,생활가전,청소기,진공 청소기,무선 진공청소기,뉴메이슨,뉴메이슨 듀얼 에어건 멀티 무선 청소기 1세트_미판매,59900,59900,,20043029,https://img.shinsegaetvshopping.com/goods/029/20043029_s_20230403132731.jpg,https://www.shinsegaetvshopping.com/display/detail/20043029,생활가전
2024-01-03,01:38~02:38,전체,60,17,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,1일1레몬트유라,(종료)(방송에서만) 1일1레몬 리얼착즙 레몬즙 20g x 14포 x 6박스 (총 84포)_미판매,96900,96900,,20051402,https://img.shinsegaetvshopping.com/goods/402/20051402_l_20230728154619.jpg,https://www.shinsegaetvshopping.com/display/detail/20051402,건강식품
2024-01-03,02:38~03:39,IPTV,61,7,가공식품,음료류,기능성/건강음료,두유,두유,삼육두유,(m)삼육두유 검은콩 볶은귀리 60팩 + 발아현미19곡 32팩(총 92팩),47900,47900,,20040728,https://img.shinsegaetvshopping.com/goods/728/20040728_s_20230307112503.jpg,https://www.shinsegaetvshopping.com/display/detail/20040728,일반식품
2024-01-03,02:38~03:39,CATV,61,5,가공식품,빵류/떡류,빵류,조리빵,기타 조리빵,쉐프스토리,[특가] 쉐프스토리 크리스피 핫도그 12봉 + 모짜 치즈 핫도그 10봉 (총 22봉),24900,24900,,20050817,https://img.shinsegaetvshopping.com/goods/817/20050817_s_20230620141603.jpg,https://www.shinsegaetvshopping.com/display/detail/20050817,일반식품
2024-01-03,03:39~03:59,전체,20,4,생활용품,위생용품,구강위생용품,치약,일반치약,마비스,[공식수입원]ITALY 마비스(MARVIS)치약(85ml*6입),113400,113400,,20037527,https://img.shinsegaetvshopping.com/goods/527/20037527_l_20221025094458.gif,https://www.shinsegaetvshopping.com/display/detail/20037527,생활용품
2024-01-03,03:59~04:19,전체,20,4,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,빨간스캔들,단독[상시] 140포/ 빨간스캔들 레드 플러스 14박스_미판매,208000,208000,,20050545,https://img.shinsegaetvshopping.com/goods/545/20050545_s_20231219143340.jpg,https://www.shinsegaetvshopping.com/display/detail/20050545,건강식품
2024-01-03,04:19~04:30,전체,11,5,생활용품,생활용품,생활잡화류,옷걸이/벽걸이,옷걸이,베네플러스,[내일도착]베네플러스 논슬립 옷걸이 30개,13800,13800,,30151531,https://img.shinsegaetvshopping.com/goods/531/30151531_l_20220808095434.jpg,https://www.shinsegaetvshopping.com/display/detail/30151531,생활용품
2024-01-03,04:30~05:30,전체,60,14,패션,여성의류,상의,니트,긴팔,에디티드,[1만인하]에디티드 EDITED 에센셜 니트 3종_미판매,49000,49000,,20050178,https://img.shinsegaetvshopping.com/goods/178/20050178_s_20231018103506.jpg,https://www.shinsegaetvshopping.com/display/detail/20050178,PB
2024-01-03,05:30~06:30,전체,60,21,뷰티,기초화장품,남성화장품,남성화장품세트,남성기초세트,리얼랩,리얼랩 남성 올인원 로션 풀세트 (대용량300ml*3통+중용량100ml*3통+우드세이지향수30ml*1병+블루향수35ml*1병),49000,49000,,20050577,https://img.shinsegaetvshopping.com/goods/577/20050577_s_20231024171619.JPG,https://www.shinsegaetvshopping.com/display/detail/20050577,뷰티
2024-01-03,06:30~07:31,전체,61,63,가공식품,건강식품,건강기능식품,건강기능식품,유산균,비에날씬,(종료)(단독구성/방송에서만)[비에날씬] BNR17 다이어트 유산균 비에날씬 44주분 (11박스) + 비에날씬 프로틴 1박스_미판매,649000,649000,,20041684,https://img.shinsegaetvshopping.com/goods/684/20041684_s_20230307133204.jpg,https://www.shinsegaetvshopping.com/display/detail/20041684,건강식품
2024-01-03,07:31~08:31,전체,60,84,뷰티,기초화장품,클렌징,페이셜클렌징,클렌징젤,원더바스,최저가/최다구성] 조성아 레몬청 팩 클렌저 (200ml*7개+ 여행용 3ml*23매)+ 파우치 1종,95900,95900,,20051728,https://img.shinsegaetvshopping.com/goods/728/20051728_s_20231206094212.jpg,https://www.shinsegaetvshopping.com/display/detail/20051728,뷰티
2024-01-03,08:31~09:32,전체,61,61,뷰티,기초화장품,기초케어,넥케어,넥크림,CKD,★단독 구성★ [종근당건강] CKD 괄사 목주름 크림 50ml 총 6개 (본품 3개 + 리필 3개) 단독 패키지,99900,99900,,20043683,https://img.shinsegaetvshopping.com/goods/683/20043683_s_20230420092344.jpg,https://www.shinsegaetvshopping.com/display/detail/20043683,뷰티
2024-01-03,09:32~10:32,전체,60,72,패션잡화,신발,여성신발,부츠/워커,털부츠,비버리힐즈폴로클럽,비버리힐즈폴로클럽 컴포트 퍼 부츠_미판매,49800,49800,,20050701,https://img.shinsegaetvshopping.com/goods/701/20050701_s_20231103135933.jpg,https://www.shinsegaetvshopping.com/display/detail/20050701,잡화
